Country or Area,Year,Area,Record Type,Reliability,Source Year,Value,Value Footnotes
British Virgin Islands,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,68,
British Virgin Islands,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,71,
British Virgin Islands,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,75,
British Virgin Islands,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,68,
British Virgin Islands,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,74,
British Virgin Islands,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,83,
British Virgin Islands,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,57,
Brunei Darussalam,2023,Total,Data tabulated by year of registration,"Final figure, complete",2024,735,
Brunei Darussalam,2022,Total,Data tabulated by year of registration,"Final figure, complete",2024,588,
Brunei Darussalam,2021,Total,Data tabulated by year of registration,"Final figure, complete",2023,433,
Brunei Darussalam,2020,Total,Data tabulated by year of registration,"Final figure, complete",2021,617,
Brunei Darussalam,2019,Total,Data tabulated by year of registration,"Final figure, complete",2021,638,
Brunei Darussalam,2018,Total,Data tabulated by year of registration,"Final figure, complete",2020,552,
Brunei Darussalam,2017,Total,Data tabulated by year of registration,"Final figure, complete",2019,632,
Brunei Darussalam,2016,Total,Data tabulated by year of registration,"Final figure, complete",2018,566,
Brunei Darussalam,2015,Total,Data tabulated by year of registration,"Final figure, complete",2017,545,
Brunei Darussalam,2014,Total,Data tabulated by year of registration,"Final figure, complete",2016,522,
Brunei Darussalam,2013,Total,Data tabulated by year of registration,"Final figure, complete",2016,502,
Brunei Darussalam,2012,Total,Data tabulated by year of registration,"Final figure, complete",2016,570,
Brunei Darussalam,2011,Total,Data tabulated by year of registration,"Final figure, complete",2016,475,
Brunei Darussalam,2010,Total,Data tabulated by year of registration,"Final figure, complete",2016,504,
Brunei Darussalam,2009,Total,Data tabulated by year of registration,"Final figure, complete",2016,582,
Brunei Darussalam,2008,Total,Data tabulated by year of registration,"Final figure, complete",2009,534,
Bulgaria,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,9088,"6,7"
Bulgaria,2023,Urban,Data tabulated by year of occurrence,"Final figure, complete",2024,7049,"6,7"
Bulgaria,2023,Rural,Data tabulated by year of occurrence,"Final figure, complete",2024,2039,"6,7"
Bulgaria,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,9525,"6,7"
Bulgaria,2022,Urban,Data tabulated by year of occurrence,"Final figure, complete",2023,7346,"6,7"
Bulgaria,2022,Rural,Data tabulated by year of occurrence,"Final figure, complete",2023,2179,"6,7"
Bulgaria,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,10021,"6,7"
Bulgaria,2021,Urban,Data tabulated by year of occurrence,"Final figure, complete",2022,7757,"6,7"
Bulgaria,2021,Rural,Data tabulated by year of occurrence,"Final figure, complete",2022,2264,"6,7"
Bulgaria,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,9015,"6,7"
Bulgaria,2020,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,7075,"6,7"
Bulgaria,2020,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,1940,"6,7"
Bulgaria,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,10859,"6,7"
Bulgaria,2019,Urban,Data tabulated by year of occurrence,"Final figure, complete",2020,8648,"6,7"
Bulgaria,2019,Rural,Data tabulated by year of occurrence,"Final figure, complete",2020,2211,"6,7"
Bulgaria,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,10596,"6,7"
Bulgaria,2018,Urban,Data tabulated by year of occurrence,"Final figure, complete",2019,8517,"6,7"
Bulgaria,2018,Rural,Data tabulated by year of occurrence,"Final figure, complete",2019,2079,"6,7"
Bulgaria,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,10411,"6,7"
Bulgaria,2017,Urban,Data tabulated by year of occurrence,"Final figure, complete",2018,8438,"6,7"
Bulgaria,2017,Rural,Data tabulated by year of occurrence,"Final figure, complete",2018,1973,"6,7"
Bulgaria,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,10603,"6,7"
Bulgaria,2016,Urban,Data tabulated by year of occurrence,"Final figure, complete",2017,8603,"6,7"
Bulgaria,2016,Rural,Data tabulated by year of occurrence,"Final figure, complete",2017,2000,"6,7"
Bulgaria,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,10483,"6,7"
Bulgaria,2015,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,8629,"6,7"
Bulgaria,2015,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,1854,"6,7"
Bulgaria,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,10584,"6,7"
Bulgaria,2014,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,8680,"6,7"
Bulgaria,2014,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,1904,"6,7"
Bulgaria,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,10908,"6,7"
Bulgaria,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,11947,"6,7"
Bulgaria,2012,Urban,Data tabulated by year of occurrence,"Final figure, complete",2013,9861,"6,7"
Bulgaria,2012,Rural,Data tabulated by year of occurrence,"Final figure, complete",2013,2086,"6,7"
Bulgaria,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,10581,"6,7"
Bulgaria,2011,Urban,Data tabulated by year of occurrence,"Final figure, complete",2012,8849,"6,7"
Bulgaria,2011,Rural,Data tabulated by year of occurrence,"Final figure, complete",2012,1732,"6,7"
Bulgaria,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,11012,"6,7"
Bulgaria,2010,Urban,Data tabulated by year of occurrence,"Final figure, complete",2011,9254,"6,7"
Bulgaria,2010,Rural,Data tabulated by year of occurrence,"Final figure, complete",2011,1758,"6,7"
Bulgaria,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,11662,"6,7"
Bulgaria,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2010,9640,"6,7"
Bulgaria,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2010,2022,"6,7"
Bulgaria,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,14104,"6,7"
Bulgaria,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2009,11515,"6,7"
Bulgaria,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2009,2589,"6,7"
Canada,2020,Total,Data tabulated by year of occurrence,Provisional figure,2022,42933,
Canada,2019,Total,Data tabulated by year of occurrence,Provisional figure,2022,56937,
Canada,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,61344,
Canada,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,62256,
Canada,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,62397,
Canada,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,60963,
Canada,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,62709,
Canada,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,65802,
Canada,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,68511,
Canada,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,68556,
Canada,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,70226,
Cayman Islands,2009,Total,Data tabulated by year of registration,"Final figure, complete",2011,93,
Cayman Islands,2008,Total,Data tabulated by year of registration,"Final figure, complete",2011,196,
Chile,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,1558,
Chile,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,2068,
Chile,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,2013,
China,2012,Total,Data tabulated by year of registration,"Final figure, complete",2013,2388000,"7,8"
China,2011,Total,Data tabulated by year of registration,"Final figure, complete",2013,2111000,"7,8"
China,2010,Total,Data tabulated by year of registration,"Final figure, complete",2012,2680000,"7,8"
China,2009,Total,Data tabulated by year of registration,"Final figure, complete",2012,2470000,"7,8"
China,2008,Total,Data tabulated by year of registration,"Final figure, complete",2012,2270000,"7,8"
"China, Macao SAR",2023,Total,Data tabulated by year of registration,"Final figure, complete",2024,1299,
"China, Macao SAR",2022,Total,Data tabulated by year of registration,"Final figure, complete",2023,1106,
"China, Macao SAR",2021,Total,Data tabulated by year of registration,"Final figure, complete",2023,1315,
"China, Macao SAR",2020,Total,Data tabulated by year of registration,"Final figure, complete",2021,1319,
"China, Macao SAR",2019,Total,Data tabulated by year of registration,"Final figure, complete",2020,1435,
"China, Macao SAR",2018,Total,Data tabulated by year of registration,"Final figure, complete",2019,1544,
"China, Macao SAR",2017,Total,Data tabulated by year of registration,"Final figure, complete",2018,1479,
"China, Macao SAR",2016,Total,Data tabulated by year of registration,"Final figure, complete",2018,1245,
"China, Macao SAR",2015,Total,Data tabulated by year of registration,"Final figure, complete",2016,1168,
"China, Macao SAR",2014,Total,Data tabulated by year of registration,"Final figure, complete",2015,1308,
"China, Macao SAR",2013,Total,Data tabulated by year of registration,"Final figure, complete",2014,1172,
"China, Macao SAR",2012,Total,Data tabulated by year of registration,"Final figure, complete",2014,1147,
"China, Macao SAR",2011,Total,Data tabulated by year of registration,"Final figure, complete",2013,998,
"China, Macao SAR",2010,Total,Data tabulated by year of registration,"Final figure, complete",2012,889,
